#rname,startpos,endpos,numreads,covbases,coverage,meandepth,meanbaseq,meanmapq,sample,method,depth
MN908947.3,1,29903,119686,29861,99.8595,532.598,39.2,43.1,UT-UPHL-250328442211,bbnorm,300
MN908947.3,1,29903,81311,29820,99.7224,361.163,39.2,43,UT-UPHL-250328442211,bbnorm,200
MN908947.3,1,29903,41395,29787,99.6121,183.683,39.1,42.9,UT-UPHL-250328442211,bbnorm,100
MN908947.3,1,29903,20807,29740,99.4549,91.5746,39.1,42.7,UT-UPHL-250328442211,bbnorm,50
MN908947.3,1,29903,12323,29746,99.475,54.3132,39,42.5,UT-UPHL-250328442211,bbnorm,30
MN908947.3,1,29903,3884,29718,99.3813,17.0152,38.9,42,UT-UPHL-250328442211,bbnorm,10
MN908947.3,1,29903,1825250,29888,99.9498,8260.9,39.1,43.4,UT-UPHL-250328442211,seqkit,10000
MN908947.3,1,29903,915363,29888,99.9498,4136.73,39.1,43.4,UT-UPHL-250328442211,seqkit,5000
MN908947.3,1,29903,182043,29852,99.8294,825.184,39.1,43.4,UT-UPHL-250328442211,seqkit,1000
MN908947.3,1,29903,90780,29780,99.5887,412.031,39.2,43.5,UT-UPHL-250328442211,seqkit,500
MN908947.3,1,29903,54635,29716,99.3746,247.692,39.2,43.4,UT-UPHL-250328442211,seqkit,400
MN908947.3,1,29903,36373,29681,99.2576,164.759,39.2,43.4,UT-UPHL-250328442211,seqkit,300
MN908947.3,1,29903,27253,29500,98.6523,123.433,39.2,43.4,UT-UPHL-250328442211,seqkit,200
MN908947.3,1,29903,18210,29140,97.4484,82.55,39.2,43.4,UT-UPHL-250328442211,seqkit,100
MN908947.3,1,29903,9088,28802,96.3181,41.3528,39.2,43.4,UT-UPHL-250328442211,seqkit,50
MN908947.3,1,29903,5454,28494,95.2881,24.8141,39.2,43.5,UT-UPHL-250328442211,seqkit,30
MN908947.3,1,29903,1797,25296,84.5935,8.17537,39.2,43.4,UT-UPHL-250328442211,seqkit,10
MN908947.3,1,29903,876925,29889,99.9532,4022.45,39.1,43.5,UT-UPHL-250328463582,all,all
MN908947.3,1,29903,876691,29889,99.9532,4021.71,39.1,43.5,UT-UPHL-250328463582,bbnorm,10000
MN908947.3,1,29903,846934,29889,99.9532,3883.96,39.1,43.5,UT-UPHL-250328463582,bbnorm,5000
MN908947.3,1,29903,355545,29835,99.7726,1623,39.2,43.5,UT-UPHL-250328463582,bbnorm,1000
MN908947.3,1,29903,187819,29835,99.7726,856.885,39.2,43.5,UT-UPHL-250328463582,bbnorm,500
MN908947.3,1,29903,152402,29834,99.7693,694.269,39.2,43.4,UT-UPHL-250328463582,bbnorm,400
MN908947.3,1,29903,115818,29830,99.7559,528.292,39.2,43.4,UT-UPHL-250328463582,bbnorm,300
MN908947.3,1,29903,78885,29793,99.6321,358.591,39.2,43.4,UT-UPHL-250328463582,bbnorm,200
MN908947.3,1,29903,39981,29741,99.4582,181.586,39.2,43.3,UT-UPHL-250328463582,bbnorm,100
MN908947.3,1,29903,20076,29781,99.592,91.1054,39.2,43.2,UT-UPHL-250328463582,bbnorm,50
MN908947.3,1,29903,11830,29736,99.4415,53.6344,39.2,43.1,UT-UPHL-250328463582,bbnorm,30
MN908947.3,1,29903,3789,29719,99.3847,17.1939,39.1,42.9,UT-UPHL-250328463582,bbnorm,10
MN908947.3,1,29903,876926,29889,99.9532,4022.45,39.1,43.5,UT-UPHL-250328463582,seqkit,5000
MN908947.3,1,29903,876924,29889,99.9532,4022.45,39.1,43.5,UT-UPHL-250328463582,seqkit,10000
MN908947.3,1,29903,182415,29870,99.8896,839.155,39.1,43.5,UT-UPHL-250328463582,seqkit,1000
MN908947.3,1,29903,90576,29834,99.7693,416.317,39.1,43.5,UT-UPHL-250328463582,seqkit,500
MN908947.3,1,29903,54530,29776,99.5753,250.444,39.1,43.5,UT-UPHL-250328463582,seqkit,400
MN908947.3,1,29903,36247,29729,99.4181,166.422,39.1,43.5,UT-UPHL-250328463582,seqkit,300
MN908947.3,1,29903,27242,29725,99.4047,125.04,39.1,43.5,UT-UPHL-250328463582,seqkit,200
MN908947.3,1,29903,18051,29723,99.3981,82.9231,39.1,43.5,UT-UPHL-250328463582,seqkit,100
MN908947.3,1,29903,8926,29427,98.4082,40.9816,39.1,43.5,UT-UPHL-250328463582,seqkit,50
MN908947.3,1,29903,5400,29096,97.3013,24.7377,39.1,43.5,UT-UPHL-250328463582,seqkit,30
MN908947.3,1,29903,1806,27358,91.4891,8.30709,39.1,43.4,UT-UPHL-250328463582,seqkit,10
MN908947.3,1,29903,1104174,29869,99.8863,5079.87,39.2,43.6,UT-UPHL-250328502091,all,all
MN908947.3,1,29903,943510,29864,99.8696,4339.48,39.2,43.5,UT-UPHL-250328502091,bbnorm,10000
MN908947.3,1,29903,728842,29864,99.8696,3351.86,39.2,43.5,UT-UPHL-250328502091,bbnorm,5000
MN908947.3,1,29903,251199,29839,99.786,1151.99,39.2,43.4,UT-UPHL-250328502091,bbnorm,1000
MN908947.3,1,29903,145272,29792,99.6288,665.51,39.2,43.4,UT-UPHL-250328502091,bbnorm,500
MN908947.3,1,29903,120287,29819,99.7191,551.533,39.2,43.4,UT-UPHL-250328502091,bbnorm,400
MN908947.3,1,29903,93848,29798,99.6489,430.382,39.2,43.3,UT-UPHL-250328502091,bbnorm,300
MN908947.3,1,29903,66107,29788,99.6154,302.537,39.2,43.2,UT-UPHL-250328502091,bbnorm,200
MN908947.3,1,29903,35147,29748,99.4817,161.035,39.2,43.1,UT-UPHL-250328502091,bbnorm,100
MN908947.3,1,29903,18227,29463,98.5286,83.2481,39.2,43,UT-UPHL-250328502091,bbnorm,50
MN908947.3,1,29903,11103,29622,99.0603,50.668,39.1,42.8,UT-UPHL-250328502091,bbnorm,30
MN908947.3,1,29903,3561,29421,98.3881,16.1754,39.1,42.6,UT-UPHL-250328502091,bbnorm,10
MN908947.3,1,29903,1104174,29869,99.8863,5079.87,39.2,43.6,UT-UPHL-250328502091,seqkit,10000
MN908947.3,1,29903,871976,29865,99.8729,4014.24,39.2,43.6,UT-UPHL-250328502091,seqkit,5000
MN908947.3,1,29903,173613,29371,98.2209,801.18,39.2,43.6,UT-UPHL-250328502091,seqkit,1000
MN908947.3,1,29903,86824,29231,97.7527,400.528,39.2,43.6,UT-UPHL-250328502091,seqkit,500
MN908947.3,1,29903,52131,28679,95.9068,240.424,39.2,43.6,UT-UPHL-250328502091,seqkit,400
MN908947.3,1,29903,34647,28009,93.6662,159.748,39.2,43.6,UT-UPHL-250328502091,seqkit,300
MN908947.3,1,29903,25902,27229,91.0578,119.534,39.2,43.6,UT-UPHL-250328502091,seqkit,200
MN908947.3,1,29903,17147,26481,88.5563,79.1983,39.2,43.7,UT-UPHL-250328502091,seqkit,100
MN908947.3,1,29903,8558,25006,83.6237,39.497,39.1,43.6,UT-UPHL-250328502091,seqkit,50
MN908947.3,1,29903,5110,23962,80.1324,23.5768,39.2,43.6,UT-UPHL-250328502091,seqkit,30
MN908947.3,1,29903,1726,19763,66.0904,7.92121,39.1,43.6,UT-UPHL-250328502091,seqkit,10
MN908947.3,1,29903,437568,29682,99.2609,2035.12,39.2,43.6,UT-UPHL-250328504539,all,all
MN908947.3,1,29903,437372,28910,96.6793,2034.4,39.2,43.6,UT-UPHL-250328504539,bbnorm,10000
MN908947.3,1,29903,393824,28910,96.6793,1829.44,39.2,43.6,UT-UPHL-250328504539,bbnorm,5000
MN908947.3,1,29903,193893,28832,96.4184,898.16,39.2,43.5,UT-UPHL-250328504539,bbnorm,1000
MN908947.3,1,29903,115903,28773,96.2211,536.072,39.2,43.5,UT-UPHL-250328504539,bbnorm,500
MN908947.3,1,29903,96715,28789,96.2746,447.183,39.2,43.5,UT-UPHL-250328504539,bbnorm,400
MN908947.3,1,29903,76608,28774,96.2245,354.132,39.2,43.5,UT-UPHL-250328504539,bbnorm,300
MN908947.3,1,29903,55134,28736,96.0974,254.672,39.2,43.4,UT-UPHL-250328504539,bbnorm,200
MN908947.3,1,29903,30918,28773,96.2211,142.547,39.2,43.4,UT-UPHL-250328504539,bbnorm,100
MN908947.3,1,29903,16642,28671,95.88,76.6651,39.2,43.2,UT-UPHL-250328504539,bbnorm,50
MN908947.3,1,29903,10400,28670,95.8767,47.8946,39.2,43.1,UT-UPHL-250328504539,bbnorm,30
MN908947.3,1,29903,3531,28559,95.5055,16.2158,39.2,43.2,UT-UPHL-250328504539,bbnorm,10
MN908947.3,1,29903,437568,29682,99.2609,2035.12,39.2,43.6,UT-UPHL-250328504539,seqkit,10000
MN908947.3,1,29903,437568,29682,99.2609,2035.12,39.2,43.6,UT-UPHL-250328504539,seqkit,5000
MN908947.3,1,29903,102048,29173,97.5588,475.002,39.2,43.6,UT-UPHL-250328504539,seqkit,1000
MN908947.3,1,29903,51049,28729,96.074,237.471,39.2,43.6,UT-UPHL-250328504539,seqkit,500
MN908947.3,1,29903,30722,28090,93.9371,143.029,39.1,43.6,UT-UPHL-250328504539,seqkit,400
MN908947.3,1,29903,20421,27604,92.3118,95.0875,39.1,43.6,UT-UPHL-250328504539,seqkit,300
MN908947.3,1,29903,15286,27196,90.9474,71.1876,39.1,43.6,UT-UPHL-250328504539,seqkit,200
MN908947.3,1,29903,10022,26073,87.1919,46.6458,39.1,43.6,UT-UPHL-250328504539,seqkit,100
MN908947.3,1,29903,5015,23850,79.7579,23.3296,39.1,43.7,UT-UPHL-250328504539,seqkit,50
MN908947.3,1,29903,3104,22554,75.4239,14.4625,39.1,43.7,UT-UPHL-250328504539,seqkit,30
MN908947.3,1,29903,1040,17127,57.2752,4.86536,39.1,43.7,UT-UPHL-250328504539,seqkit,10
MN908947.3,1,29903,330155,29855,99.8395,1563.57,39.1,43.4,UT-UPHL-250328574534,all,all
MN908947.3,1,29903,330008,29855,99.8395,1563.08,39.1,43.4,UT-UPHL-250328574534,bbnorm,10000
MN908947.3,1,29903,330008,29855,99.8395,1563.08,39.1,43.4,UT-UPHL-250328574534,bbnorm,5000
MN908947.3,1,29903,232919,29833,99.7659,1103.71,39.1,43.4,UT-UPHL-250328574534,bbnorm,1000
MN908947.3,1,29903,143244,29832,99.7626,679.215,39.1,43.5,UT-UPHL-250328574534,bbnorm,500
MN908947.3,1,29903,119262,29827,99.7458,565.666,39.1,43.5,UT-UPHL-250328574534,bbnorm,400
MN908947.3,1,29903,93080,29814,99.7024,441.335,39.1,43.5,UT-UPHL-250328574534,bbnorm,300
MN908947.3,1,29903,64227,29806,99.6756,304.22,39.2,43.5,UT-UPHL-250328574534,bbnorm,200
MN908947.3,1,29903,33263,29743,99.4649,157.686,39.2,43.4,UT-UPHL-250328574534,bbnorm,100
MN908947.3,1,29903,16747,29748,99.4817,79.2837,39.2,43.4,UT-UPHL-250328574534,bbnorm,50
MN908947.3,1,29903,10110,29741,99.4582,47.6452,39.1,43.3,UT-UPHL-250328574534,bbnorm,30
MN908947.3,1,29903,3283,29706,99.3412,15.5067,39.1,43.1,UT-UPHL-250328574534,bbnorm,10
MN908947.3,1,29903,330154,29855,99.8395,1563.57,39.1,43.4,UT-UPHL-250328574534,seqkit,10000
MN908947.3,1,29903,330154,29855,99.8395,1563.57,39.1,43.4,UT-UPHL-250328574534,seqkit,5000
MN908947.3,1,29903,182980,29850,99.8228,866.134,39.1,43.4,UT-UPHL-250328574534,seqkit,1000
MN908947.3,1,29903,91353,29791,99.6255,432.288,39.1,43.4,UT-UPHL-250328574534,seqkit,500
MN908947.3,1,29903,54806,29777,99.5786,259.519,39.1,43.4,UT-UPHL-250328574534,seqkit,400
MN908947.3,1,29903,36343,29666,99.2074,172.108,39.1,43.4,UT-UPHL-250328574534,seqkit,300
MN908947.3,1,29903,27286,29662,99.1941,129.233,39.1,43.4,UT-UPHL-250328574534,seqkit,200
MN908947.3,1,29903,18181,29577,98.9098,86.2244,39.1,43.4,UT-UPHL-250328574534,seqkit,100
MN908947.3,1,29903,8991,29200,97.6491,42.5952,39.1,43.4,UT-UPHL-250328574534,seqkit,50
MN908947.3,1,29903,5418,28363,94.85,25.6391,39.1,43.4,UT-UPHL-250328574534,seqkit,30
MN908947.3,1,29903,1826,25888,86.5733,8.628,39.1,43.4,UT-UPHL-250328574534,seqkit,10
MN908947.3,1,29903,664067,29858,99.8495,2910.12,39.2,43.4,UT-UPHL-250328588022,all,all
MN908947.3,1,29903,662746,29404,98.3313,2904.78,39.2,43.4,UT-UPHL-250328588022,bbnorm,10000
MN908947.3,1,29903,612646,29404,98.3313,2682.2,39.2,43.3,UT-UPHL-250328588022,bbnorm,5000
MN908947.3,1,29903,277261,29404,98.3313,1206.71,39.2,43.2,UT-UPHL-250328588022,bbnorm,1000
MN908947.3,1,29903,164461,29393,98.2945,712.243,39.2,43.2,UT-UPHL-250328588022,bbnorm,500
MN908947.3,1,29903,136654,29370,98.2176,592.345,39.2,43.2,UT-UPHL-250328588022,bbnorm,400
MN908947.3,1,29903,107144,29371,98.2209,463.274,39.2,43.1,UT-UPHL-250328588022,bbnorm,300
MN908947.3,1,29903,74760,29345,98.134,324.343,39.2,43.1,UT-UPHL-250328588022,bbnorm,200
MN908947.3,1,29903,40228,29345,98.134,172.668,39.2,42.9,UT-UPHL-250328588022,bbnorm,100
MN908947.3,1,29903,21037,29307,98.0069,90.4766,39.2,42.9,UT-UPHL-250328588022,bbnorm,50
MN908947.3,1,29903,12703,29358,98.1774,54.6313,39.2,42.8,UT-UPHL-250328588022,bbnorm,30
MN908947.3,1,29903,4173,29272,97.8898,17.849,39.1,42.6,UT-UPHL-250328588022,bbnorm,10
MN908947.3,1,29903,664067,29858,99.8495,2910.12,39.2,43.4,UT-UPHL-250328588022,seqkit,10000
MN908947.3,1,29903,664067,29858,99.8495,2910.12,39.2,43.4,UT-UPHL-250328588022,seqkit,5000
MN908947.3,1,29903,174293,29319,98.047,769.665,39.2,43.4,UT-UPHL-250328588022,seqkit,1000
MN908947.3,1,29903,87316,28897,96.6358,385.276,39.2,43.4,UT-UPHL-250328588022,seqkit,500
MN908947.3,1,29903,52087,28762,96.1843,229.644,39.2,43.3,UT-UPHL-250328588022,seqkit,400
MN908947.3,1,29903,34597,28138,94.0976,152.488,39.2,43.3,UT-UPHL-250328588022,seqkit,300
MN908947.3,1,29903,25955,27752,92.8067,114.573,39.2,43.3,UT-UPHL-250328588022,seqkit,200
MN908947.3,1,29903,17083,27175,90.8772,75.4021,39.2,43.3,UT-UPHL-250328588022,seqkit,100
MN908947.3,1,29903,8482,25748,86.1051,37.498,39.2,43.4,UT-UPHL-250328588022,seqkit,50
MN908947.3,1,29903,5244,24621,82.3362,23.1395,39.2,43.4,UT-UPHL-250328588022,seqkit,30
MN908947.3,1,29903,1752,20698,69.2171,7.72113,39.1,43.5,UT-UPHL-250328588022,seqkit,10
MN908947.3,1,29903,1140812,29859,99.8529,4995.36,39.2,43.3,UT-UPHL-250328616516,all,all
MN908947.3,1,29903,1130839,29855,99.8395,4951.69,39.2,43.3,UT-UPHL-250328616516,bbnorm,10000
MN908947.3,1,29903,995159,29855,99.8395,4351.51,39.2,43.3,UT-UPHL-250328616516,bbnorm,5000
MN908947.3,1,29903,357393,29855,99.8395,1539.18,39.2,43.2,UT-UPHL-250328616516,bbnorm,1000
MN908947.3,1,29903,195487,29843,99.7994,839.197,39.2,43.1,UT-UPHL-250328616516,bbnorm,500
MN908947.3,1,29903,159820,29840,99.7893,685.277,39.2,43.1,UT-UPHL-250328616516,bbnorm,400
MN908947.3,1,29903,121483,29831,99.7592,523.55,39.2,43.1,UT-UPHL-250328616516,bbnorm,300
MN908947.3,1,29903,83277,29804,99.6689,358.037,39.2,43,UT-UPHL-250328616516,bbnorm,200
MN908947.3,1,29903,43449,29746,99.475,186.267,39.2,42.9,UT-UPHL-250328616516,bbnorm,100
MN908947.3,1,29903,22403,29728,99.4148,95.4144,39.2,42.9,UT-UPHL-250328616516,bbnorm,50
MN908947.3,1,29903,13128,29716,99.3746,56.3856,39.2,42.7,UT-UPHL-250328616516,bbnorm,30
MN908947.3,1,29903,4224,29632,99.0937,17.9736,39.1,42.3,UT-UPHL-250328616516,bbnorm,10
MN908947.3,1,29903,1140812,29859,99.8529,4995.36,39.2,43.3,UT-UPHL-250328616516,seqkit,10000
MN908947.3,1,29903,911501,29859,99.8529,3985.74,39.2,43.3,UT-UPHL-250328616516,seqkit,5000
MN908947.3,1,29903,180557,29817,99.7124,792.818,39.2,43.3,UT-UPHL-250328616516,seqkit,1000
MN908947.3,1,29903,89626,29803,99.6656,394.354,39.2,43.3,UT-UPHL-250328616516,seqkit,500
MN908947.3,1,29903,54076,29754,99.5017,237.255,39.2,43.3,UT-UPHL-250328616516,seqkit,400
MN908947.3,1,29903,35990,29596,98.9733,158.087,39.2,43.3,UT-UPHL-250328616516,seqkit,300
MN908947.3,1,29903,26878,29348,98.144,118.181,39.2,43.3,UT-UPHL-250328616516,seqkit,200
MN908947.3,1,29903,17844,29215,97.6992,78.3292,39.2,43.3,UT-UPHL-250328616516,seqkit,100
MN908947.3,1,29903,8962,28792,96.2847,39.3217,39.2,43.3,UT-UPHL-250328616516,seqkit,50
MN908947.3,1,29903,5337,27571,92.2015,23.5461,39.2,43.3,UT-UPHL-250328616516,seqkit,30
MN908947.3,1,29903,1790,24675,82.5168,7.91161,39.2,43.3,UT-UPHL-250328616516,seqkit,10
MN908947.3,1,29903,1924898,29883,99.9331,8739.58,39.1,43.3,UT-UPHL-250328617723,all,all
MN908947.3,1,29903,1902537,29883,99.9331,8638.65,39.1,43.3,UT-UPHL-250328617723,bbnorm,10000
MN908947.3,1,29903,1520340,29883,99.9331,6892.97,39.1,43.3,UT-UPHL-250328617723,bbnorm,5000
MN908947.3,1,29903,398178,29837,99.7793,1784.28,39.2,43.3,UT-UPHL-250328617723,bbnorm,1000
MN908947.3,1,29903,202725,29826,99.7425,902.79,39.2,43.2,UT-UPHL-250328617723,bbnorm,500
MN908947.3,1,29903,161871,29836,99.7759,722.576,39.2,43.2,UT-UPHL-250328617723,bbnorm,400
MN908947.3,1,29903,121225,29790,99.6221,541.915,39.1,43.2,UT-UPHL-250328617723,bbnorm,300
MN908947.3,1,29903,80975,29824,99.7358,361.532,39.1,43.1,UT-UPHL-250328617723,bbnorm,200
MN908947.3,1,29903,40822,29742,99.4616,181.786,39.1,42.9,UT-UPHL-250328617723,bbnorm,100
MN908947.3,1,29903,20812,29736,99.4415,92.2513,39,42.7,UT-UPHL-250328617723,bbnorm,50
MN908947.3,1,29903,12089,29734,99.4348,53.4778,39,42.4,UT-UPHL-250328617723,bbnorm,30
MN908947.3,1,29903,3802,29720,99.388,16.7608,38.8,41.8,UT-UPHL-250328617723,bbnorm,10
MN908947.3,1,29903,1831236,29883,99.9331,8303.15,39.1,43.3,UT-UPHL-250328617723,seqkit,10000
MN908947.3,1,29903,916097,29863,99.8662,4154.61,39.1,43.3,UT-UPHL-250328617723,seqkit,5000
MN908947.3,1,29903,181906,29847,99.8127,828.521,39.1,43.3,UT-UPHL-250328617723,seqkit,1000
MN908947.3,1,29903,90942,29829,99.7525,414.447,39.1,43.3,UT-UPHL-250328617723,seqkit,500
MN908947.3,1,29903,54535,29822,99.7291,248.55,39.1,43.3,UT-UPHL-250328617723,seqkit,400
MN908947.3,1,29903,36370,29791,99.6255,165.74,39.1,43.3,UT-UPHL-250328617723,seqkit,300
MN908947.3,1,29903,27334,29750,99.4883,124.566,39.1,43.3,UT-UPHL-250328617723,seqkit,200
MN908947.3,1,29903,18225,29747,99.4783,83.0954,39.1,43.3,UT-UPHL-250328617723,seqkit,100
MN908947.3,1,29903,9112,29683,99.2643,41.7132,39.1,43.3,UT-UPHL-250328617723,seqkit,50
MN908947.3,1,29903,5483,29525,98.7359,25.0686,39.1,43.3,UT-UPHL-250328617723,seqkit,30
MN908947.3,1,29903,1834,28589,95.6058,8.40193,39.1,43.2,UT-UPHL-250328617723,seqkit,10
MN908947.3,1,29903,3100246,29889,99.9532,13829.3,39.1,43.4,UT-UPHL-250328618293,all,all
MN908947.3,1,29903,2484932,29889,99.9532,11059.6,39.1,43.3,UT-UPHL-250328618293,bbnorm,10000
MN908947.3,1,29903,1585562,29883,99.9331,7028.39,39.2,43.3,UT-UPHL-250328618293,bbnorm,5000
MN908947.3,1,29903,402850,29869,99.8863,1746.63,39.2,43.1,UT-UPHL-250328618293,bbnorm,1000
MN908947.3,1,29903,208782,29852,99.8294,903.831,39.1,43,UT-UPHL-250328618293,bbnorm,500
MN908947.3,1,29903,168529,29853,99.8328,730.025,39.1,43,UT-UPHL-250328618293,bbnorm,400
MN908947.3,1,29903,127127,29850,99.8228,551.792,39.1,42.9,UT-UPHL-250328618293,bbnorm,300
MN908947.3,1,29903,85471,29817,99.7124,370.881,39.1,42.8,UT-UPHL-250328618293,bbnorm,200
MN908947.3,1,29903,44309,29811,99.6923,190.835,39,42.6,UT-UPHL-250328618293,bbnorm,100
MN908947.3,1,29903,22175,29808,99.6823,95.1627,38.9,42.3,UT-UPHL-250328618293,bbnorm,50
MN908947.3,1,29903,13135,29799,99.6522,56.2071,38.9,42.1,UT-UPHL-250328618293,bbnorm,30
MN908947.3,1,29903,4024,29780,99.5887,16.9799,38.7,41,UT-UPHL-250328618293,bbnorm,10
MN908947.3,1,29903,1795078,29886,99.9431,7976.26,39.1,43.4,UT-UPHL-250328618293,seqkit,10000
MN908947.3,1,29903,897799,29884,99.9365,3990.47,39.1,43.4,UT-UPHL-250328618293,seqkit,5000
MN908947.3,1,29903,178000,29857,99.8462,794.545,39.1,43.4,UT-UPHL-250328618293,seqkit,1000
MN908947.3,1,29903,89273,29755,99.5051,398.02,39.1,43.4,UT-UPHL-250328618293,seqkit,500
MN908947.3,1,29903,53539,29724,99.4014,238.633,39.1,43.4,UT-UPHL-250328618293,seqkit,400
MN908947.3,1,29903,35621,29635,99.1038,158.81,39.1,43.4,UT-UPHL-250328618293,seqkit,300
MN908947.3,1,29903,26712,29424,98.3982,119.121,39.1,43.4,UT-UPHL-250328618293,seqkit,200
MN908947.3,1,29903,17809,28844,96.4585,79.5045,39.1,43.4,UT-UPHL-250328618293,seqkit,100
MN908947.3,1,29903,8898,28256,94.4922,39.8333,39.1,43.4,UT-UPHL-250328618293,seqkit,50
MN908947.3,1,29903,5327,27907,93.3251,23.7966,39.1,43.5,UT-UPHL-250328618293,seqkit,30
MN908947.3,1,29903,1779,25744,86.0917,7.89964,39.2,43.4,UT-UPHL-250328618293,seqkit,10
MN908947.3,1,29903,2829773,29852,99.8294,12429.6,39.2,43.5,UT-UPHL-250328632595,all,all
MN908947.3,1,29903,1796294,29711,99.3579,7836.42,39.2,43.3,UT-UPHL-250328632595,bbnorm,10000
MN908947.3,1,29903,1178739,29714,99.368,5119.35,39.2,43.2,UT-UPHL-250328632595,bbnorm,5000
MN908947.3,1,29903,344236,29565,98.8697,1478.74,39.2,43,UT-UPHL-250328632595,bbnorm,1000
MN908947.3,1,29903,186368,29572,98.8931,799.141,39.2,42.9,UT-UPHL-250328632595,bbnorm,500
MN908947.3,1,29903,153161,29517,98.7092,656.601,39.1,42.8,UT-UPHL-250328632595,bbnorm,400
MN908947.3,1,29903,118254,29525,98.7359,506.512,39.1,42.8,UT-UPHL-250328632595,bbnorm,300
MN908947.3,1,29903,82146,29523,98.7292,351.91,39.1,42.7,UT-UPHL-250328632595,bbnorm,200
MN908947.3,1,29903,43780,29493,98.6289,186.01,39,42.4,UT-UPHL-250328632595,bbnorm,100
MN908947.3,1,29903,22509,29477,98.5754,95.2758,39,42.1,UT-UPHL-250328632595,bbnorm,50
MN908947.3,1,29903,13499,29500,98.6523,57.4776,39,41.9,UT-UPHL-250328632595,bbnorm,30
MN908947.3,1,29903,4495,29479,98.5821,18.9264,38.9,40.9,UT-UPHL-250328632595,bbnorm,10
MN908947.3,1,29903,1820546,29835,99.7726,8003.4,39.2,43.5,UT-UPHL-250328632595,seqkit,10000
MN908947.3,1,29903,902192,29803,99.6656,3982.85,39.2,43.5,UT-UPHL-250328632595,seqkit,5000
MN908947.3,1,29903,180792,29524,98.7326,797.663,39.2,43.5,UT-UPHL-250328632595,seqkit,1000
MN908947.3,1,29903,90421,29388,98.2778,399.111,39.2,43.5,UT-UPHL-250328632595,seqkit,500
MN908947.3,1,29903,54216,28465,95.1911,239.377,39.2,43.5,UT-UPHL-250328632595,seqkit,400
MN908947.3,1,29903,36205,27962,93.509,159.666,39.2,43.5,UT-UPHL-250328632595,seqkit,300
MN908947.3,1,29903,27122,27552,92.1379,119.691,39.2,43.5,UT-UPHL-250328632595,seqkit,200
MN908947.3,1,29903,18059,26847,89.7803,79.6458,39.2,43.5,UT-UPHL-250328632595,seqkit,100
MN908947.3,1,29903,9021,24600,82.266,39.6855,39.2,43.5,UT-UPHL-250328632595,seqkit,50
MN908947.3,1,29903,5422,23509,78.6175,24.0224,39.2,43.5,UT-UPHL-250328632595,seqkit,30
MN908947.3,1,29903,1805,20023,66.9598,7.98763,39.2,43.4,UT-UPHL-250328632595,seqkit,10
MN908947.3,1,29903,2556684,29901,99.9933,11511.7,39.2,43.2,UT-UPHL-250328640609,all,all
MN908947.3,1,29903,2335034,29901,99.9933,10505.2,39.2,43.2,UT-UPHL-250328640609,bbnorm,10000
MN908947.3,1,29903,1623548,29901,99.9933,7283.8,39.2,43.3,UT-UPHL-250328640609,bbnorm,5000
MN908947.3,1,29903,403317,29883,99.9331,1786.87,39.2,43.2,UT-UPHL-250328640609,bbnorm,1000
MN908947.3,1,29903,206495,29832,99.7626,911.583,39.2,43.1,UT-UPHL-250328640609,bbnorm,500
MN908947.3,1,29903,166309,29882,99.9298,733.375,39.2,43.1,UT-UPHL-250328640609,bbnorm,400
MN908947.3,1,29903,125095,29832,99.7626,552.256,39.2,43,UT-UPHL-250328640609,bbnorm,300
MN908947.3,1,29903,83279,29832,99.7626,368.345,39.1,43,UT-UPHL-250328640609,bbnorm,200
MN908947.3,1,29903,42090,29823,99.7325,185.405,39.1,42.7,UT-UPHL-250328640609,bbnorm,100
MN908947.3,1,29903,20990,29819,99.7191,92.0723,39.1,42.5,UT-UPHL-250328640609,bbnorm,50
MN908947.3,1,29903,12463,29721,99.3914,54.2138,39,42.2,UT-UPHL-250328640609,bbnorm,30
MN908947.3,1,29903,3904,29710,99.3546,16.9299,38.8,41.4,UT-UPHL-250328640609,bbnorm,10
MN908947.3,1,29903,1834923,29880,99.9231,8259.77,39.2,43.2,UT-UPHL-250328640609,seqkit,10000
MN908947.3,1,29903,916905,29860,99.8562,4127.03,39.2,43.2,UT-UPHL-250328640609,seqkit,5000
MN908947.3,1,29903,181431,29834,99.7693,820.894,39.2,43.3,UT-UPHL-250328640609,seqkit,1000
MN908947.3,1,29903,91144,29820,99.7224,411.498,39.2,43.3,UT-UPHL-250328640609,seqkit,500
MN908947.3,1,29903,54549,29792,99.6288,246.524,39.2,43.3,UT-UPHL-250328640609,seqkit,400
MN908947.3,1,29903,36472,29785,99.6054,164.79,39.2,43.3,UT-UPHL-250328640609,seqkit,300
MN908947.3,1,29903,27292,29784,99.602,123.492,39.2,43.3,UT-UPHL-250328640609,seqkit,200
MN908947.3,1,29903,18199,29766,99.5419,82.2347,39.2,43.2,UT-UPHL-250328640609,seqkit,100
MN908947.3,1,29903,9050,29650,99.1539,40.9913,39.2,43.2,UT-UPHL-250328640609,seqkit,50
MN908947.3,1,29903,5421,29150,97.4819,24.5263,39.1,43.2,UT-UPHL-250328640609,seqkit,30
MN908947.3,1,29903,1810,27126,90.7133,8.12644,39.1,43.1,UT-UPHL-250328640609,seqkit,10
MN908947.3,1,29903,269350,29828,99.7492,1236.19,39.2,43.4,UT-UPHL-250328680105,all,all
MN908947.3,1,29903,269225,29828,99.7492,1235.79,39.2,43.4,UT-UPHL-250328680105,bbnorm,10000
